FL_DATE,MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,DEP_DEL15,ARR_DELAY,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_HOUR,DEP_PERIOD,ORIGIN_REGION,DEST_REGION,AIRLINE_NAME,DELAY_COST_AIRLINE,DELAY_COST_PASSENGER,DELAY_COST_TOTAL,DISTANCE,AIR_TIME
2024-01-01,1,1,WN,SEA,MIA,1911,25.6,1,21.8,1,6.2,5.5,7.5,0.5,4.9,19,Evening,North America,North America,Southwest Airlines,1899.52,1203.2,3102.7200000000003,2719,326
2024-01-01,1,1,AA,JFK,FRA,1129,9.5,0,13.6,0,,,,,,11,Morning,North America,Europe,American Airlines,704.9,446.5,1151.4,3843,461
2024-01-01,1,1,AA,LAX,CDG,707,64.6,1,66.1,1,13.9,19.7,10.4,1.0,9.2,7,Morning,North America,Europe,American Airlines,4793.32,3036.2,7829.5199999999995,5652,678
2024-01-01,1,1,UA,JFK,LHR,818,16.0,1,8.3,0,5.4,7.0,5.1,0.4,1.3,8,Morning,North America,Europe,United Airlines,1187.2,752.0,1939.2,3440,413
2024-01-01,1,1,UA,LAX,CDG,1734,30.3,1,21.0,1,9.8,13.1,8.7,0.3,5.4,17,Evening,North America,Europe,United Airlines,2248.26,1424.1,3672.36,5652,678
2024-01-01,1,1,UA,ORD,LHR,1907,-4.3,0,1.9,0,,,,,,19,Evening,North America,Europe,United Airlines,0.0,0.0,0.0,3940,473
2024-01-01,1,1,BA,LHR,IST,1753,35.0,1,32.5,1,16.5,10.2,5.6,0.9,5.1,17,Evening,Europe,Europe,British Airways,2597.0,1645.0,4242.0,1545,185
2024-01-01,1,1,BA,AMS,FCO,1950,16.0,1,8.5,0,6.6,2.9,2.4,0.5,2.0,19,Evening,Europe,Europe,British Airways,1187.2,752.0,1939.2,805,97
2024-01-01,1,1,BA,AMS,BCN,2212,11.8,0,19.5,1,,,,,,22,Night,Europe,Europe,British Airways,875.56,554.6,1430.1599999999999,771,93
2024-01-01,1,1,BA,MAD,FRA,1105,11.7,0,5.0,0,,,,,,11,Morning,Europe,Europe,British Airways,868.14,549.9,1418.04,882,106
2024-01-01,1,1,BA,FCO,LHR,1408,2.5,0,1.4,0,,,,,,14,Afternoon,Europe,Europe,British Airways,185.5,117.5,303.0,896,108
2024-01-01,1,1,BA,FCO,CDG,1107,0.1,0,-7.2,0,,,,,,11,Morning,Europe,Europe,British Airways,7.42,4.7,12.120000000000001,683,82
2024-01-01,1,1,BA,FCO,FRA,1246,-7.5,0,-10.2,0,,,,,,12,Afternoon,Europe,Europe,British Airways,0.0,0.0,0.0,595,71
2024-01-01,1,1,BA,IST,LHR,1539,0.6,0,5.0,0,,,,,,15,Afternoon,Europe,Europe,British Airways,44.52,28.2,72.72,1545,185
2024-01-01,1,1,BA,IST,MUC,648,36.5,1,39.4,1,15.7,10.1,8.5,1.2,3.5,6,Morning,Europe,Europe,British Airways,2708.3,1715.5,4423.8,961,115
2024-01-01,1,1,BA,IST,BCN,1646,8.7,0,12.5,0,,,,,,16,Afternoon,Europe,Europe,British Airways,645.54,408.9,1054.44,1378,165
2024-01-01,1,1,BA,MUC,IST,2015,-7.3,0,-7.3,0,,,,,,20,Evening,Europe,Europe,British Airways,0.0,0.0,0.0,961,115
2024-01-01,1,1,BA,LGW,FRA,516,16.0,1,21.3,1,8.0,7.5,3.6,0.2,2.5,5,Morning,Europe,Europe,British Airways,1187.2,752.0,1939.2,391,47
2024-01-01,1,1,BA,LGW,BCN,658,16.0,1,19.6,1,7.3,5.4,3.6,0.4,2.8,6,Morning,Europe,Europe,British Airways,1187.2,752.0,1939.2,689,83
2024-01-01,1,1,LH,LHR,CDG,1746,-4.3,0,-9.4,0,,,,,,17,Evening,Europe,Europe,Lufthansa,0.0,0.0,0.0,215,26
2024-01-01,1,1,LH,LHR,AMS,1603,116.0,1,109.3,1,50.4,46.8,18.0,3.3,18.1,16,Afternoon,Europe,Europe,Lufthansa,8607.2,5452.0,14059.2,230,28
2024-01-01,1,1,LH,LHR,LGW,1817,-7.2,0,0.8,0,,,,,,18,Evening,Europe,Europe,Lufthansa,0.0,0.0,0.0,25,3
2024-01-01,1,1,LH,CDG,LGW,1910,131.5,1,131.6,1,34.7,25.8,35.3,3.8,12.4,19,Evening,Europe,Europe,Lufthansa,9757.3,6180.5,15937.8,191,23
2024-01-01,1,1,LH,FRA,LHR,1915,64.4,1,70.5,1,19.5,29.7,10.9,2.5,4.5,19,Evening,Europe,Europe,Lufthansa,4778.48,3026.8,7805.28,406,49
2024-01-01,1,1,LH,AMS,FRA,833,12.9,0,4.3,0,,,,,,8,Morning,Europe,Europe,Lufthansa,957.18,606.3,1563.48,227,27
2024-01-01,1,1,LH,AMS,LGW,836,7.7,0,2.6,0,,,,,,8,Morning,Europe,Europe,Lufthansa,571.34,361.9,933.24,226,27
2024-01-01,1,1,LH,FCO,LHR,1540,11.1,0,20.1,1,,,,,,15,Afternoon,Europe,Europe,Lufthansa,823.62,521.7,1345.3200000000002,896,108
2024-01-01,1,1,LH,FCO,CDG,1654,-2.6,0,-8.5,0,,,,,,16,Afternoon,Europe,Europe,Lufthansa,0.0,0.0,0.0,683,82
2024-01-01,1,1,LH,FCO,MUC,1002,11.5,0,11.9,0,,,,,,10,Morning,Europe,Europe,Lufthansa,853.3,540.5,1393.8,453,54
2024-01-01,1,1,LH,IST,CDG,608,-0.5,0,1.3,0,,,,,,6,Morning,Europe,Europe,Lufthansa,0.0,0.0,0.0,1375,165
2024-01-01,1,1,LH,MUC,LGW,1320,2.9,0,12.2,0,,,,,,13,Afternoon,Europe,Europe,Lufthansa,215.18,136.3,351.48,567,68
2024-01-01,1,1,LH,BCN,AMS,743,6.9,0,9.0,0,,,,,,7,Morning,Europe,Europe,Lufthansa,511.98,324.3,836.28,771,93
2024-01-01,1,1,LH,BCN,IST,1722,-8.8,0,-12.8,0,,,,,,17,Evening,Europe,Europe,Lufthansa,0.0,0.0,0.0,1378,165
2024-01-01,1,1,LH,BCN,LGW,2154,8.0,0,3.0,0,,,,,,21,Night,Europe,Europe,Lufthansa,593.6,376.0,969.6,689,83
2024-01-01,1,1,LH,LGW,FRA,153,-4.7,0,-10.7,0,,,,,,1,Night,Europe,Europe,Lufthansa,0.0,0.0,0.0,391,47
2024-01-01,1,1,LH,LGW,IST,1558,-9.5,0,-18.2,0,,,,,,15,Afternoon,Europe,Europe,Lufthansa,0.0,0.0,0.0,1528,183
2024-01-01,1,1,AF,LHR,CDG,2053,-7.1,0,1.8,0,,,,,,20,Evening,Europe,Europe,Air France,0.0,0.0,0.0,215,26
2024-01-01,1,1,AF,LHR,FRA,2127,-0.5,0,-9.9,0,,,,,,21,Night,Europe,Europe,Air France,0.0,0.0,0.0,406,49
2024-01-01,1,1,AF,LHR,LGW,1615,2.0,0,9.6,0,,,,,,16,Afternoon,Europe,Europe,Air France,148.4,94.0,242.4,25,3
2024-01-01,1,1,AF,FRA,LHR,1245,3.1,0,2.8,0,,,,,,12,Afternoon,Europe,Europe,Air France,230.02,145.7,375.72,406,49
2024-01-01,1,1,AF,FRA,FCO,1014,16.0,1,17.7,1,7.3,4.1,5.2,0.3,1.8,10,Morning,Europe,Europe,Air France,1187.2,752.0,1939.2,595,71
2024-01-01,1,1,AF,FRA,IST,715,-3.6,0,2.7,0,,,,,,7,Morning,Europe,Europe,Air France,0.0,0.0,0.0,1141,137
2024-01-01,1,1,AF,AMS,LHR,1951,16.0,1,20.8,1,8.0,7.8,2.7,0.2,1.7,19,Evening,Europe,Europe,Air France,1187.2,752.0,1939.2,230,28
2024-01-01,1,1,AF,AMS,MUC,2153,11.2,0,11.0,0,,,,,,21,Night,Europe,Europe,Air France,831.04,526.4,1357.44,412,49
2024-01-01,1,1,AF,MAD,LHR,914,45.0,1,38.5,1,15.4,12.2,12.5,1.5,4.9,9,Morning,Europe,Europe,Air France,3339.0,2115.0,5454.0,772,93
2024-01-01,1,1,AF,MAD,AMS,745,8.6,0,15.5,1,,,,,,7,Morning,Europe,Europe,Air France,638.12,404.2,1042.32,906,109
2024-01-01,1,1,AF,FCO,LHR,1008,7.6,0,6.3,0,,,,,,10,Morning,Europe,Europe,Air France,563.92,357.2,921.1199999999999,896,108
2024-01-01,1,1,AF,IST,FCO,44,-0.6,0,9.3,0,,,,,,0,Night,Europe,Europe,Air France,0.0,0.0,0.0,853,102
2024-01-01,1,1,AF,IST,BCN,1658,4.7,0,7.5,0,,,,,,16,Afternoon,Europe,Europe,Air France,348.74,220.9,569.64,1378,165
2024-01-01,1,1,AF,IST,LGW,1421,-4.3,0,5.4,0,,,,,,14,Afternoon,Europe,Europe,Air France,0.0,0.0,0.0,1528,183
2024-01-01,1,1,AF,MUC,FRA,1740,-1.9,0,-11.7,0,,,,,,17,Evening,Europe,Europe,Air France,0.0,0.0,0.0,186,22
2024-01-01,1,1,AF,MUC,AMS,1722,22.6,1,30.3,1,4.8,3.7,5.0,0.7,4.3,17,Evening,Europe,Europe,Air France,1676.92,1062.2,2739.12,412,49
2024-01-01,1,1,AF,MUC,BCN,1455,8.2,0,2.7,0,,,,,,14,Afternoon,Europe,Europe,Air France,608.44,385.4,993.84,679,81
2024-01-01,1,1,AF,BCN,CDG,216,-8.2,0,-14.8,0,,,,,,2,Night,Europe,Europe,Air France,0.0,0.0,0.0,533,64
2024-01-01,1,1,AF,BCN,IST,1639,6.9,0,5.5,0,,,,,,16,Afternoon,Europe,Europe,Air France,511.98,324.3,836.28,1378,165
2024-01-01,1,1,AF,LGW,CDG,1112,3.3,0,11.8,0,,,,,,11,Morning,Europe,Europe,Air France,244.86,155.1,399.96000000000004,191,23
2024-01-01,1,1,AF,LGW,FCO,1235,-6.3,0,-9.1,0,,,,,,12,Afternoon,Europe,Europe,Air France,0.0,0.0,0.0,873,105
2024-01-01,1,1,KL,LHR,FRA,210,13.4,0,12.9,0,,,,,,2,Night,Europe,Europe,KLM Royal Dutch,994.28,629.8,1624.08,406,49
2024-01-01,1,1,KL,CDG,MAD,1316,16.0,1,12.9,0,4.3,2.9,5.0,0.4,1.2,13,Afternoon,Europe,Europe,KLM Royal Dutch,1187.2,752.0,1939.2,659,79
2024-01-01,1,1,KL,FRA,BCN,2045,26.7,1,35.6,1,10.0,8.8,7.1,1.0,2.2,20,Evening,Europe,Europe,KLM Royal Dutch,1981.14,1254.9,3236.04,679,81
2024-01-01,1,1,KL,AMS,CDG,812,16.0,1,22.7,1,5.2,7.7,3.7,0.6,2.3,8,Morning,Europe,Europe,KLM Royal Dutch,1187.2,752.0,1939.2,248,30
2024-01-01,1,1,KL,AMS,IST,1225,10.6,0,11.0,0,,,,,,12,Afternoon,Europe,Europe,KLM Royal Dutch,786.52,498.2,1284.72,1356,163
2024-01-01,1,1,KL,AMS,BCN,1737,0.1,0,-1.6,0,,,,,,17,Evening,Europe,Europe,KLM Royal Dutch,7.42,4.7,12.120000000000001,771,93
2024-01-01,1,1,KL,AMS,LGW,1548,-7.6,0,-15.5,0,,,,,,15,Afternoon,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,226,27
2024-01-01,1,1,KL,FCO,LGW,1417,-9.5,0,-3.2,0,,,,,,14,Afternoon,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,873,105
2024-01-01,1,1,KL,IST,MAD,1908,93.6,1,85.4,1,40.8,38.8,19.2,2.7,13.4,19,Evening,Europe,Europe,KLM Royal Dutch,6945.12,4399.2,11344.32,1678,201
2024-01-01,1,1,KL,MUC,FRA,1804,16.0,1,9.9,0,5.6,3.3,5.4,0.6,1.1,18,Evening,Europe,Europe,KLM Royal Dutch,1187.2,752.0,1939.2,186,22
2024-01-01,1,1,KL,BCN,LHR,1932,12.2,0,15.8,1,,,,,,19,Evening,Europe,Europe,KLM Royal Dutch,905.24,573.4,1478.6399999999999,713,86
2024-01-01,1,1,KL,LGW,FRA,303,42.4,1,37.7,1,15.9,20.2,14.4,1.1,6.5,3,Night,Europe,Europe,KLM Royal Dutch,3146.08,1992.8,5138.88,391,47
2024-01-01,1,1,KL,LGW,MAD,1849,1.4,0,-6.0,0,,,,,,18,Evening,Europe,Europe,KLM Royal Dutch,103.88,65.8,169.68,753,90
2024-01-01,1,1,KL,LGW,FCO,1814,16.0,1,13.5,0,7.3,4.2,5.9,0.4,1.9,18,Evening,Europe,Europe,KLM Royal Dutch,1187.2,752.0,1939.2,873,105
2024-01-01,1,1,TK,LHR,MAD,1442,10.1,0,11.4,0,,,,,,14,Afternoon,Europe,Europe,Turkish Airlines,749.42,474.7,1224.12,772,93
2024-01-01,1,1,TK,CDG,LHR,1117,28.6,1,36.6,1,12.1,13.0,5.7,0.2,4.7,11,Morning,Europe,Europe,Turkish Airlines,2122.12,1344.2,3466.3199999999997,215,26
2024-01-01,1,1,TK,FRA,MAD,1736,-1.8,0,2.5,0,,,,,,17,Evening,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,882,106
2024-01-01,1,1,TK,AMS,CDG,1635,30.9,1,24.5,1,6.5,6.3,5.9,1.0,5.1,16,Afternoon,Europe,Europe,Turkish Airlines,2292.78,1452.3,3745.08,248,30
2024-01-01,1,1,TK,AMS,FCO,1147,0.1,0,7.8,0,,,,,,11,Morning,Europe,Europe,Turkish Airlines,7.42,4.7,12.120000000000001,805,97
2024-01-01,1,1,TK,AMS,LGW,540,12.7,0,4.1,0,,,,,,5,Morning,Europe,Europe,Turkish Airlines,942.34,596.9,1539.24,226,27
2024-01-01,1,1,TK,MAD,IST,1908,-1.8,0,8.0,0,,,,,,19,Evening,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,1678,201
2024-01-01,1,1,TK,FCO,FRA,1111,16.0,1,9.2,0,3.1,5.0,2.8,0.5,2.2,11,Morning,Europe,Europe,Turkish Airlines,1187.2,752.0,1939.2,595,71
2024-01-01,1,1,TK,IST,CDG,1546,136.2,1,138.8,1,24.5,36.4,45.4,1.0,20.8,15,Afternoon,Europe,Europe,Turkish Airlines,10106.04,6401.4,16507.440000000002,1375,165
2024-01-01,1,1,TK,BCN,LGW,1737,-7.0,0,-2.8,0,,,,,,17,Evening,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,689,83
2024-01-01,1,1,TK,LGW,IST,653,58.2,1,51.3,1,24.2,17.3,12.8,1.3,7.4,6,Morning,Europe,Europe,Turkish Airlines,4318.44,2735.4,7053.84,1528,183
2024-01-01,1,1,FR,LHR,BCN,1707,109.4,1,118.9,1,49.2,35.5,30.3,3.4,18.9,17,Evening,Europe,Europe,Ryanair,8117.48,5141.8,13259.279999999999,713,86
2024-01-01,1,1,FR,CDG,FRA,1558,87.8,1,94.5,1,44.1,23.7,11.0,2.4,16.1,15,Afternoon,Europe,Europe,Ryanair,6514.76,4126.6,10641.36,279,33
2024-01-01,1,1,FR,CDG,MAD,632,35.5,1,30.8,1,15.2,16.2,10.2,0.6,6.8,6,Morning,Europe,Europe,Ryanair,2634.1,1668.5,4302.6,659,79
